name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
maruti vitara brezza zdi plus amt dual tone,2018.0,950000.0,15000.0,diesel,individual,automatic,first owner
maruti celerio lxi mt bsiv,2019.0,340000.0,50000.0,petrol,individual,manual,first owner
renault captur 1.5 diesel rxt,2017.0,825000.0,13500.0,diesel,individual,manual,first owner
audi a4 30 tfsi technology,2018.0,1200000.0,22000.0,petrol,individual,automatic,first owner
honda amaze vx diesel bsiv,2018.0,780000.0,25000.0,diesel,dealer,manual,first owner
toyota corolla altis 1.8 vl at,2010.0,350000.0,80000.0,petrol,individual,automatic,third owner
honda amaze vx petrol bsiv,2018.0,690000.0,39000.0,petrol,dealer,manual,first owner
maruti alto 800 vxi,2016.0,245000.0,60000.0,petrol,individual,manual,first owner
honda amaze vx diesel bsiv,2018.0,790000.0,49000.0,diesel,dealer,manual,first owner
honda amaze vx i-vtec,2018.0,680000.0,48600.0,petrol,dealer,manual,first owner
hyundai grand i10 asta option,2017.0,540000.0,20000.0,petrol,individual,manual,second owner
mahindra kuv 100 mfalcon g80 k2,2016.0,425000.0,25000.0,petrol,individual,manual,first owner
maruti zen estilo sports,2008.0,140000.0,120000.0,petrol,individual,manual,first owner
maruti ertiga zdi plus,2019.0,1100000.0,30000.0,diesel,individual,manual,first owner
renault lodgy 85ps rxl,2015.0,715000.0,35000.0,diesel,individual,manual,first owner
audi q3 2.0 tdi quattro premium plus,2015.0,1200000.0,127643.0,diesel,dealer,automatic,first owner
tata zest revotron 1.2t xms,2018.0,400000.0,54000.0,petrol,dealer,manual,second owner
audi a6 2.0 tdi  design edition,2014.0,1200000.0,102354.0,diesel,dealer,automatic,first owner
audi q5 2.0 tfsi quattro premium plus,2014.0,1200000.0,62237.0,petrol,dealer,automatic,first owner
hyundai santro xing xl erlx euro iii,2005.0,114999.0,90000.0,petrol,dealer,manual,second owner
ford ecosport 1.5 tdci titanium bsiv,2018.0,950000.0,21394.0,diesel,dealer,manual,first owner
datsun go t petrol,2015.0,310000.0,32686.0,petrol,dealer,manual,first owner
mahindra jeep cj 500 di,2006.0,575000.0,1001.0,diesel,dealer,manual,first owner
renault pulse rxz,2017.0,490000.0,22000.0,diesel,dealer,manual,first owner
hyundai grand i10 magna,2017.0,480000.0,53261.0,petrol,dealer,manual,first owner
land rover discovery sport sd4 hse luxury,2016.0,1200000.0,53000.0,diesel,dealer,automatic,first owner
renault kwid 1.0 rxt optional,2018.0,370000.0,10000.0,petrol,dealer,manual,first owner
maruti baleno alpha 1.3,2017.0,835000.0,14000.0,diesel,dealer,manual,first owner
volkswagen polo 2015-2019 1.2 mpi highline,2017.0,650000.0,44000.0,petrol,dealer,manual,first owner
toyota etios vd,2014.0,670000.0,39895.0,diesel,dealer,manual,first owner
chevrolet cruze ltz at,2017.0,950000.0,73000.0,diesel,dealer,automatic,first owner
honda city i-vtec sv,2014.0,690000.0,17000.0,petrol,dealer,manual,first owner
volkswagen polo 2015-2019 1.2 mpi highline,2017.0,670000.0,18591.0,petrol,dealer,manual,first owner
tata nexon 1.5 revotorq xz,2017.0,925000.0,26766.0,diesel,dealer,manual,first owner
hyundai eon magna plus,2015.0,250000.0,30000.0,petrol,individual,manual,first owner
tata sumo gold ex,2016.0,509999.0,42000.0,diesel,individual,manual,first owner
honda city i dtec vx,2014.0,520000.0,110000.0,diesel,individual,manual,first owner
tata indica dle,2005.0,100000.0,100000.0,diesel,individual,manual,first owner
tata indica dls,2006.0,85000.0,171000.0,diesel,individual,manual,second owner
tata indigo lx,2009.0,130000.0,110000.0,diesel,individual,manual,third owner
ford ecosport 1.5 tdci titanium bsiv,2018.0,950000.0,27620.0,diesel,dealer,manual,first owner
ford figo aspire 1.2 ti-vct titanium plus,2015.0,450000.0,70000.0,petrol,individual,manual,first owner
honda city s,2012.0,320000.0,50000.0,petrol,individual,manual,second owner
maruti swift dzire vdi,2015.0,480000.0,50000.0,diesel,individual,manual,first owner
mercedes-benz new c-class c 220 cdi grand edition,2014.0,1200000.0,46000.0,diesel,individual,automatic,first owner
toyota innova 2.5 vx 8 str,2012.0,790000.0,82000.0,diesel,individual,manual,first owner
maruti omni mpi std bsiv,2016.0,120000.0,120000.0,petrol,individual,manual,first owner
maruti alto lxi,2006.0,75000.0,80000.0,petrol,individual,manual,third owner
tata indica gls bs iv,2010.0,99000.0,70000.0,petrol,individual,manual,first owner
maruti s-cross zeta ddis 200 sh,2018.0,1015000.0,20000.0,diesel,individual,manual,first owner
mahindra xylo d4 bsiv,2013.0,250000.0,171000.0,diesel,individual,manual,second owner
toyota innova crysta 2.5 vx bs iv,2011.0,520000.0,120000.0,diesel,individual,manual,first owner
hyundai verna crdi 1.6 at sx option,2018.0,1100000.0,30000.0,diesel,individual,automatic,first owner
toyota innova 2.5 v diesel 7-seater,2005.0,200000.0,171000.0,diesel,individual,manual,first owner
maruti swift dzire vdi,2016.0,525000.0,60000.0,diesel,individual,manual,first owner
hyundai i20 asta 1.2,2016.0,500000.0,40000.0,petrol,individual,manual,first owner
mahindra scorpio s2 7 seater,2016.0,675000.0,161327.0,diesel,individual,manual,first owner
hyundai i10 magna 1.2 itech se,2009.0,150000.0,60000.0,petrol,individual,manual,third owner
mahindra bolero di,2007.0,250000.0,50000.0,diesel,individual,manual,first owner
hyundai grand i10 1.2 kappa sportz bsiv,2018.0,450000.0,6000.0,petrol,individual,manual,first owner
hyundai santro xing xs,2009.0,150000.0,68000.0,petrol,individual,manual,second owner
chevrolet beat diesel ls,2012.0,200000.0,85000.0,diesel,individual,manual,first owner
mahindra scorpio vls at 2.2 mhawk,2011.0,525000.0,70000.0,diesel,individual,automatic,first owner
maruti esteem vx,2001.0,60000.0,35000.0,petrol,individual,manual,second owner
maruti swift vdi bsiii,2010.0,180000.0,100000.0,diesel,individual,manual,second owner
honda amaze s i-dtech,2015.0,475000.0,110000.0,diesel,individual,manual,first owner
mahindra scorpio vls at 2.2 mhawk,2010.0,380000.0,171000.0,diesel,individual,automatic,second owner
maruti alto 800 lxi,2015.0,285000.0,46000.0,petrol,individual,manual,second owner
maruti alto lxi bsiii,2008.0,91200.0,60000.0,petrol,individual,manual,second owner
hyundai grand i10 crdi sportz,2015.0,400000.0,42000.0,diesel,individual,manual,first owner
hyundai santro xing xg at,2006.0,160000.0,90000.0,petrol,individual,automatic,second owner
skoda yeti ambition 4x2,2012.0,650000.0,85000.0,diesel,individual,manual,second owner
hyundai verna 1.6 sx,2012.0,409999.0,120000.0,diesel,individual,manual,third owner
ford ecosport 1.5 dv5 mt titanium,2013.0,425000.0,72000.0,diesel,individual,manual,first owner
maruti wagon r lxi cng,2013.0,250000.0,71000.0,cng,individual,manual,second owner
maruti swift dzire vxi,2009.0,200000.0,110000.0,petrol,individual,manual,fourth & above owner
volkswagen polo diesel trendline 1.2l,2010.0,130000.0,144000.0,diesel,individual,manual,fourth & above owner
maruti eeco 5 seater ac bsiv,2017.0,260000.0,30000.0,petrol,dealer,manual,first owner
hyundai verna sx,2007.0,155000.0,65000.0,petrol,dealer,manual,first owner
honda jazz 1.5 vx i dtec,2015.0,450000.0,38000.0,diesel,individual,manual,first owner
maruti sx4 celebration petrol,2012.0,220000.0,90000.0,petrol,individual,manual,second owner
hyundai i20 active s diesel,2018.0,650000.0,37000.0,diesel,dealer,manual,first owner
maruti alto 800 lxi,2018.0,285000.0,30000.0,petrol,dealer,manual,first owner
honda amaze v cvt petrol bsiv,2018.0,725000.0,26000.0,petrol,dealer,automatic,first owner
maruti ciaz zxi,2016.0,625000.0,30000.0,petrol,dealer,manual,first owner
hyundai i20 active sx petrol,2016.0,550000.0,23000.0,petrol,dealer,manual,first owner
hyundai i10 magna,2012.0,240000.0,40000.0,petrol,dealer,manual,first owner
nissan terrano xl 85 ps,2014.0,600000.0,27000.0,diesel,dealer,manual,first owner
tata new safari dicor 2.2 ex 4x2,2012.0,350000.0,65000.0,diesel,dealer,manual,first owner
hyundai eon magna plus,2015.0,245000.0,32000.0,petrol,dealer,manual,first owner
mahindra bolero b6,2016.0,600000.0,56000.0,diesel,dealer,manual,first owner
bmw x1 sdrive 20d xline,2017.0,1200000.0,30000.0,diesel,individual,automatic,first owner
mahindra scorpio sle bs iv,2014.0,620000.0,80000.0,diesel,dealer,manual,first owner
maruti swift dzire 1.2 vxi bsiv,2014.0,395000.0,52000.0,petrol,dealer,manual,second owner
maruti ertiga zxi,2014.0,635000.0,13250.0,petrol,dealer,manual,first owner
maruti alto lx,2011.0,180000.0,36000.0,petrol,dealer,manual,first owner
maruti swift zdi plus,2015.0,484999.0,73000.0,diesel,dealer,manual,second owner
maruti alto lx,2004.0,110000.0,60000.0,petrol,individual,manual,first owner
maruti wagon r vxi bsiii,2006.0,150000.0,60000.0,petrol,individual,manual,second owner
chevrolet tavera neo 2 lt l 9 str,2012.0,400000.0,110000.0,diesel,individual,manual,first owner
tata indica vista aura plus 1.3 quadrajet,2012.0,200000.0,70000.0,diesel,individual,manual,second owner
renault duster 85ps diesel rxl plus,2013.0,302000.0,60000.0,diesel,individual,manual,second owner
maruti swift dzire vdi bsiv,2011.0,215000.0,90000.0,diesel,individual,manual,fourth & above owner
maruti wagon r vxi bsiii,2004.0,155000.0,80000.0,petrol,individual,manual,second owner
toyota innova 2.5 g (diesel) 8 seater,2014.0,1000000.0,101000.0,diesel,individual,manual,second owner
mahindra bolero power plus slx,2018.0,550000.0,44000.0,diesel,individual,manual,first owner
maruti swift 1.3 vxi,2006.0,200000.0,45000.0,petrol,individual,manual,first owner
mahindra scorpio s2 7 seater,2017.0,750000.0,120000.0,diesel,individual,manual,first owner
maruti zen lxi,2005.0,90000.0,90000.0,petrol,individual,manual,second owner
maruti wagon r lxi minor,2007.0,80000.0,120000.0,petrol,individual,manual,second owner
hyundai eon d lite plus,2013.0,229999.0,13500.0,petrol,individual,manual,first owner
renault kwid 1.0 rxt optional,2017.0,350000.0,10000.0,petrol,individual,manual,first owner
hyundai grand i10 magna,2015.0,325000.0,25000.0,petrol,individual,manual,third owner
tata tigor 1.2 revotron xt,2018.0,450000.0,8500.0,petrol,individual,manual,first owner
maruti sx4 celebration diesel,2012.0,250000.0,120000.0,diesel,individual,manual,first owner
volkswagen polo diesel comfortline 1.2l,2012.0,225000.0,120000.0,diesel,individual,manual,first owner
maruti alto lxi,2009.0,150000.0,90246.0,petrol,individual,manual,third owner
maruti alto lx bsiii,2008.0,110000.0,90000.0,petrol,individual,manual,second owner
maruti alto lxi bsiii,2010.0,150000.0,40000.0,petrol,individual,manual,second owner
maruti gypsy king hard top,2001.0,165000.0,60000.0,petrol,individual,manual,fourth & above owner
renault duster 85ps diesel rxl,2017.0,610000.0,32000.0,diesel,individual,manual,second owner
tata manza club class quadrajet90 vx,2013.0,170000.0,60400.0,diesel,individual,manual,first owner
hyundai verna crdi,2008.0,150000.0,70950.0,diesel,individual,manual,second owner
hyundai xcent 1.1 crdi base,2015.0,375000.0,72000.0,diesel,individual,manual,first owner
maruti swift vdi,2013.0,390000.0,90000.0,diesel,individual,manual,first owner
hyundai i20 active 1.2 s,2017.0,600000.0,10000.0,petrol,individual,manual,first owner
maruti alto 800 lxi,2014.0,204999.0,25000.0,petrol,individual,manual,second owner
hyundai verna crdi,2009.0,270000.0,80000.0,diesel,individual,manual,second owner
hyundai grand i10 sportz,2017.0,375000.0,10000.0,petrol,individual,manual,first owner
maruti baleno zeta,2020.0,700000.0,1100.0,petrol,individual,manual,first owner
maruti swift vxi deca,2017.0,455000.0,40000.0,petrol,individual,manual,first owner
hyundai i10 sportz 1.1l,2017.0,375000.0,10000.0,petrol,individual,manual,first owner
hyundai grand i10 asta,2014.0,341000.0,31491.0,petrol,individual,manual,first owner
maruti swift dzire vdi,2014.0,200000.0,107143.0,diesel,individual,manual,second owner
maruti ignis 1.2 amt delta bsiv,2017.0,450000.0,15000.0,petrol,individual,automatic,first owner
hyundai santro xing gl plus,2012.0,170000.0,50000.0,petrol,individual,manual,second owner
toyota innova crysta 2.4 vx mt 8s bsiv,2017.0,1200000.0,100000.0,diesel,individual,manual,first owner
mahindra bolero power plus lx,2016.0,500000.0,60000.0,diesel,individual,manual,first owner
maruti vitara brezza zdi plus,2016.0,819999.0,85000.0,diesel,individual,manual,first owner
maruti swift 1.2 dlx,2014.0,351000.0,40000.0,petrol,individual,manual,second owner
hyundai i10 magna 1.2 itech se,2011.0,195000.0,80000.0,petrol,individual,manual,second owner
maruti swift dzire vdi,2008.0,250000.0,82000.0,diesel,individual,manual,second owner
maruti zen estilo 1.1 vxi bsiii,2008.0,120000.0,70000.0,petrol,individual,manual,second owner
maruti a-star vxi,2009.0,180000.0,70000.0,petrol,individual,manual,third owner
mahindra kuv 100 mfalcon d75 k6,2016.0,430000.0,20000.0,diesel,individual,manual,first owner
tata nano cx bsiv,2012.0,75000.0,35000.0,petrol,individual,manual,second owner
mahindra xylo d4,2017.0,750000.0,80000.0,diesel,individual,manual,first owner
tata nano lx,2011.0,60000.0,40000.0,petrol,individual,manual,first owner
toyota innova 2.5 vx (diesel) 8 seater,2015.0,1200000.0,46412.0,diesel,individual,manual,first owner
mahindra bolero slx 2wd bsiii,2011.0,390000.0,150000.0,diesel,individual,manual,fourth & above owner
mahindra tuv 300 t4,2016.0,630000.0,50000.0,diesel,individual,manual,first owner
tata safari storme vx varicor 400,2018.0,1085000.0,15000.0,diesel,individual,manual,first owner
hyundai i10 magna 1.2 itech se,2012.0,190000.0,60000.0,petrol,individual,manual,second owner
maruti baleno delta automatic,2018.0,550000.0,25000.0,petrol,individual,automatic,first owner
maruti alto 800 lxi,2012.0,200000.0,90000.0,petrol,individual,manual,third owner
chevrolet spark 1.0 lt,2011.0,165000.0,60000.0,petrol,individual,manual,first owner
ford figo diesel celebration edition,2013.0,260000.0,65000.0,diesel,individual,manual,first owner
maruti alto lx,2011.0,151000.0,40000.0,petrol,individual,manual,first owner
maruti vitara brezza vdi,2018.0,780000.0,50000.0,diesel,individual,manual,first owner
tata indica vista quadrajet lx,2012.0,175000.0,80000.0,diesel,individual,manual,third owner
tata indica vista tdi ls,2010.0,170000.0,107500.0,diesel,dealer,manual,first owner
tata indica vista tdi ls,2013.0,210000.0,135000.0,diesel,dealer,manual,second owner
maruti alto lxi,2007.0,90000.0,43826.0,petrol,dealer,manual,second owner
hyundai i20 active s petrol,2016.0,535000.0,55838.0,petrol,dealer,manual,first owner
maruti swift vdi bsiv,2007.0,195000.0,112880.0,diesel,dealer,manual,first owner
tata indica vista terra quadrajet 1.3l,2011.0,140000.0,90000.0,diesel,individual,manual,third owner
nissan sunny xl,2012.0,350000.0,40000.0,petrol,individual,manual,first owner
hyundai verna 1.6 sx vtvt (o),2013.0,425000.0,66000.0,petrol,individual,manual,first owner
renault kwid 1.0 rxt optional,2017.0,300000.0,30300.0,petrol,individual,manual,first owner
volkswagen vento diesel style limited edition,2013.0,340000.0,85000.0,diesel,individual,manual,second owner
maruti swift dzire vxi,2009.0,250000.0,80659.0,petrol,dealer,manual,first owner
chevrolet aveo 1.4 ls,2008.0,170000.0,81324.0,petrol,dealer,manual,first owner
honda amaze s i-dtech,2013.0,315000.0,127884.0,diesel,dealer,manual,first owner
chevrolet beat ps,2015.0,200000.0,50000.0,petrol,individual,manual,first owner
chevrolet beat ps,2016.0,300000.0,25000.0,petrol,individual,manual,first owner
honda amaze s i-dtech,2015.0,300000.0,66755.0,diesel,dealer,manual,first owner
honda city e,2013.0,380000.0,123084.0,petrol,dealer,manual,first owner
maruti swift vxi bsiii,2009.0,250000.0,171000.0,petrol,dealer,manual,first owner
honda amaze s i-dtech,2013.0,310000.0,95851.0,diesel,dealer,manual,first owner
maruti wagon r vxi minor abs,2010.0,260000.0,50000.0,petrol,individual,manual,first owner
maruti omni bsiii 8-str w/ immobiliser,2008.0,150000.0,50000.0,petrol,individual,manual,second owner
maruti esteem vxi - bsiii,2006.0,85000.0,60000.0,petrol,individual,manual,second owner
maruti alto 800 lxi,2015.0,280000.0,15000.0,petrol,individual,manual,second owner
mahindra xylo h4 abs,2016.0,850000.0,40000.0,diesel,individual,manual,first owner
datsun go plus t option bsiv,2017.0,375000.0,20000.0,petrol,individual,manual,second owner
hyundai elantra crdi (leather option),2006.0,125000.0,120000.0,diesel,individual,manual,third owner
chevrolet beat diesel lt,2012.0,250000.0,110000.0,diesel,individual,manual,first owner
toyota corolla altis d-4d j,2014.0,715000.0,171000.0,diesel,individual,manual,first owner
hyundai i20 1.4 crdi era,2011.0,220000.0,70000.0,diesel,individual,manual,first owner
tata indica vista aqua 1.3 quadrajet,2010.0,110000.0,110000.0,diesel,individual,manual,second owner
hyundai verna xxi (petrol),2007.0,150000.0,84000.0,petrol,individual,manual,second owner
nissan sunny diesel xv,2012.0,300000.0,170000.0,diesel,individual,manual,first owner
datsun redigo t option,2017.0,220000.0,40000.0,petrol,individual,manual,first owner
maruti wagon r lx,2006.0,75000.0,96000.0,petrol,individual,manual,second owner
tata indigo ls,2009.0,100000.0,20000.0,diesel,individual,manual,first owner
ford figo aspire 1.2 ti-vct trend,2016.0,380000.0,15000.0,petrol,individual,manual,first owner
hyundai santro xing xk (non-ac),2007.0,100000.0,50000.0,petrol,individual,manual,first owner
volkswagen passat 1.8 tsi mt,2010.0,480000.0,80000.0,petrol,individual,manual,second owner
toyota etios gd,2012.0,300000.0,124000.0,diesel,individual,manual,first owner
chevrolet beat diesel ls,2013.0,190000.0,70000.0,diesel,individual,manual,first owner
ford figo diesel lxi,2012.0,190000.0,130000.0,diesel,individual,manual,second owner
ford ecosport 1.5 ti vct mt trend bsiv,2017.0,650000.0,19014.0,petrol,dealer,manual,first owner
